Endpoint,Model,Seed,PCC
GE PCC,MVCPert,0,0.31173864537549756
GE PCC,PRNet,0,0.05537412629872337
GE PCC,TranSiGen,0,0.2043270952195863
GE PCC,chemCPA,0,0.18222454320375317
GE PCC,cycleCDR,0,0.27928322270591194
GE PCC,MiTCP,0,0.22041016404546485
GE PCC,XPert,0,0.2278965712943017
CP PCC,MVCPert,0,0.7091469715899912
CP PCC,MorphDiff-like,0,0.4846275617580588
CP PCC,ResNet-18,0,0.6191491978463904
CP PCC,Small ViT,0,0.6229981923844607
